Name,Storage_details,Screen_size,Camera_details,Battery_details,Processor,Price in Rupees
"Samsung Galaxy J2 2018 (Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,Snapdragon 425 Processor,"6,990"
"Samsung Galaxy J2 2018 (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,Snapdragon 425 Processor,"7,999"
"Samsung Galaxy J2 2018 (Pink, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,Snapdragon 425 Processor,"6,799"
"Samsung Galaxy J7 Duo (Black, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) HD Display,13MP + 5MP | 8MP Front Camera,3000 mAh Battery,Exynos 7884 Processor,"17,990"
"Samsung Galaxy J7 Pro (Gold, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3600 mAh Battery,Exynos Octa-Core 1.6GHz Processor,"16,900"
"Samsung Galaxy J7 Pro (Black, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3600 mAh Battery,Exynos Octa-Core 1.6GHz Processor,"20,490"
"Samsung Galaxy J7 Nxt (Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Exynos Octa-Core 1.6 GHz Processor,"10,990"
"Samsung Galaxy J7 Nxt (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Exynos Octa-Core 1.6GHz Processor,"11,756"
"Samsung Galaxy S8 Plus (Orchid Grey, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3500 mAh Battery,8895 Processor,"53,990"
"Samsung J7 Max (Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3300 mAh Battery,Mediatek Octa-Core 1.69GHz Processor,"11,046"
"Samsung J7 Max (Black, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3300 mAh Battery,Mediatek Octa-Core 1.69GHz Processor,"19,995"
"Samsung Galaxy S8 Plus (Midnight Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3500 mAh Battery,Exynos 8895 Octa Core 2.3GHz Processor,"66,900"
Samsung Metro 313 Dual Sim,16 MB RAM | 2 MB ROM |,5.08 cm (2 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer Warranty,"2,120"
"Samsung Galaxy J5 Prime (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2400 mAh Li-Ion Battery,Exynos 7570 Quad Core 1.4GHz Processor,"13,500"
"Samsung Galaxy J5 Prime (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2400 mAh Li-Ion Battery,Exynos 7570 Quad Core 1.4GHz Processor,"13,500"
Samsung Metro 313 Dual Sim,4 MB RAM | 2.27 MB ROM | Expandable Upto 16 GB,5.16 cm (2.03 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Battery,NA Processor,"2,120"
"Samsung Galaxy J3 Pro (Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,Spreadtrum Quad Core 1.5GHz Processor,"8,490"
"Samsung Galaxy On Nxt (Gold, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3300 mAh Li-ion Battery,Exynos 7870 Octa Core 1.6 GHz Processor,"10,990"
"Samsung Galaxy S8 Plus (Coral Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3500 mAh Battery,Exynos 8895 Octa Core 2.3GHz Processor,"53,990"
"Samsung Galaxy S8 Plus (Maple Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3500 mAh Battery,Exynos 8895 Octa Core 2.3GHz Processor,"53,990"
"Samsung Galaxy S8 Plus (Midnight Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3500 mAh Battery,Exynos 8895 Octa Core 2.3GHz Processor,"53,990"
"Samsung Galaxy J7 Prime (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3300 mAh Battery,Exynos 7870 Octa Core 1.6GHz Processor,"15,300"
"Samsung Galaxy J2 Pro (Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,Spreadtrum Quad-Core 1.5GHz Processor,"10,480"
"Samsung Galaxy J2 Pro (Black, 16 GB)",2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) Display,8MP Rear Camera,2600 mAh Battery,Spreadtrum Quad-Core 1.5GHz Processor,"10,480"
"Samsung Galaxy S7 Edge (Blue Coral, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,13.97 cm (5.5 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3600 mAh Li-Ion Battery,Exynos 8890 Octa Core 2.3GHz Processor,"39,997"
"Samsung Galaxy J5 Prime (Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2400 mAh Li-Ion Battery,Exynos 7570 Quad Core 1.4GHz Processor,"14,500"
"Samsung Galaxy J5 Prime (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2400 mAh Li-Ion Battery,Exynos 7570 Quad Core 1.4GHz Processor,"14,500"
"Samsung Galaxy J7 Prime (Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3300 mAh Battery,Exynos 7870 Octa Core 1.6GHz Processor,"18,328"
Samsung Metro 350,46 MB RAM | 64 MB ROM |,5.59 cm (2.2 inch) QVGA Display,2MP Rear Camera,1200 mAh Battery,1 Year Manufacturer Warranty,"3,200"
Samsung Metro 350,46 MB ROM |,5.59 cm (2.2 inch) QVGA Display,2MP Rear Camera,1200 mAh Battery,1 Year Manufacturer Warranty,"3,007"
Samsung Guru FM Plus SM-B110E/D,NA ROM |,3.81 cm (1.5 inch) Display,0MP Front Camera,800 mAh Battery,1 year warranty on handset and 6 months warranty on the accessories.,"1,799"
Samsung Metro 313,4 MB RAM | 2 MB ROM | Expandable Upto 16 GB,5.16 cm (2.03 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer Warranty,"2,196"
Samsung Guru Music 2 SM-B310E,Expandable Upto 16 GB,5.08 cm (2 inch) QVGA Display,0MP Front Camera,800 mAh Battery,0 0 0 208MHz Processor,"1,890"
Samsung Metro 313,4 MB RAM | 2.27 MB ROM |,5.16 cm (2.03 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer Warranty,"2,336"
Samsung Guru Music 2,NA ROM |,5.08 cm (2 inch) NA Display,800 mAh Battery,0 0 0 208MHz Processor,1 Year Manufacturer Warranty,"1,600"
Samsung Metro 313,512 MB RAM | 2.27 MB ROM |,5.08 cm (2 inch) VGA Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer Warranty,"2,330"
"Samsung Galaxy J7 (White, 16 GB)",1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Exynos 7580 Octa Core 1.5GHz Processor,"15,731"
"Samsung Galaxy J7 (Black, 16 GB)",1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Exynos 7580 Octa Core 1.5GHz Processor,"15,695"
"Samsung Galaxy J5 (Black, 8 GB)",1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2600 mAh Battery,Qualcomm MSM8916 Processor,"7,999"
"Samsung Galaxy J7 (Gold, 16 GB)",1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Exynos 7580 Octa Core 1.5GHz Processor,"8,999"
Samsung Metro 313,4 MB RAM | 2.27 MB ROM |,5.16 cm (2.03 inch) Display,0.3MP Rear Camera,1000 mAh Battery,NA Processor,"2,050"
Samsung Metro 313,4 MB RAM | 2.3 MB ROM | Expandable Upto 16 GB,5.16 cm (2.03 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer Warranty,"2,282"
"Samsung Galaxy S6 Edge (Black Sapphire, 32 GB)",3 GB RAM | 32 GB ROM |,12.95 cm (5.1 inch) Quad HD Display,16MP Rear Camera | 5MP Front Camera,2600 mAh Battery,0 0 Octa Core 2.1GHz Processor,"23,999"
"Samsung Galaxy E5 (Black, 16 GB)",1.5 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) Display,8MP Rear Camera | 5MP Front Camera,2400 mAh Li-Ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"14,999"
"Samsung Galaxy Core Prime (White, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,11.43 cm (4.5 inch) WVGA Display,5MP Rear Camera | 2MP Front Camera,2000 mAh Li-Ion Battery,1.2 GHz Quad Core Processor Processor,"7,990"
Samsung Guru Music 2,NA ROM | Expandable Upto 16 GB,5.08 cm (2 inch) QVGA Display,0MP Front Camera,800 mAh Li-Ion Battery,NA 0 Single Core 208MHz Processor,"1,625"
"Samsung Galaxy Star Advance (Black, 4 GB)",512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,10.92 cm (4.3 inch) WVGA Display,3MP Rear Camera,1800 mAh Battery,1 Year for Mobile & 6 Months for Accessories,"6,599"
"Samsung Galaxy Grand 2 (Gold, 8 GB)",1.5 GB RAM | 8 GB ROM | Expandable Upto 64 GB,13.34 cm (5.25 inch) HD Display,8MP Rear Camera | 1.9MP Front Camera,2600 mAh Li-Ion Battery,Qualcomm Snapdragon Processor,"15,999"
"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",12 GB RAM | 512 GB ROM | Expandable Upto 1 TB,17.27 cm (6.8 inch) Display,12MP (Dual Aperture) + 12MP + 16MP + TOF | 10MP Front Camera,4300 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"89,999"
"Samsung Galaxy M30 (Gradation Black, 128 GB)",6 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Display,16MP Rear Camera,5000 mAh Battery,12 Months,"17,999"
"Samsung Galaxy M30 (Gradation Blue, 128 GB)",6 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Display,13MP Rear Camera,5000 mAh Battery,12 Months,"17,999"
"Samsung Galaxy M10 (Charcoal Black, 16 GB)",2 GB RAM | 16 GB ROM |,15.8 cm (6.22 inch) Display,13MP Rear Camera,3400 mAh Battery,12 months,"8,190"
"Samsung Galaxy M10 (Ocean Blue, 16 GB)",2 GB RAM | 16 GB ROM |,15.8 cm (6.22 inch) Display,13MP Rear Camera,3400 mAh Battery,1,"8,190"
"Samsung Galaxy S9 Plus (Burgundy Red, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 400 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP + 12MP | 8MP Front Camera,3500 mAh Battery,Exynos 9810 Processor,"68,900"
"Samsung Galaxy Note 9 (Alpine White, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Quad HD+ Display,12MP + 12MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"41,990"
"Samsung Galaxy S9 Plus (Polaris Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 400 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP + 12MP | 8MP Front Camera,3500 mAh Battery,Exynos 9810 Processor,"37,999"
"Samsung Galaxy A7 (Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,15.24 cm (6 inch) Full HD+ Display,24MP + 5MP + 8MP | 24MP Front Camera,3300 mAh Lithium-ion Battery,Samsung Exynos Octa Core Processor (2.2 GHz) Processor,"15,990"
"Samsung On5 Pro (Gold, 16 GB)",2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,1 year manufacturer warranty for device and 6 months for accessories,"6,480"
"Samsung Galaxy A6 (Black, 32 GB)",4 GB RAM | 32 GB ROM |,14.22 cm (5.6 inch) Display,16MP Rear Camera | 16MP Front Camera,3000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"10,999"
"Samsung Galaxy J4 Plus (Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.24 cm (6 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3300 mAh Lithium-ion Battery,Qualcomm Snapdragon SD425 Processor,"8,490"
"Samsung Galaxy J4 Plus (Blue, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.24 cm (6 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3300 mAh Lithium-ion Battery,Qualcomm Snapdragon SD425 Processor,"8,490"
"Samsung Galaxy On8 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) HD+ Display,16MP + 5MP | 16MP Front Camera,3500 mAh Lithium-ion Battery,Qualcomm Snapdragon 450 Processor,"11,990"
"Samsung Galaxy On8 (Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) HD+ Display,16MP + 5MP | 16MP Front Camera,3500 mAh Lithium-ion Battery,Qualcomm Snapdragon 450 Processor,"11,990"
"Samsung Galaxy Folder 2 (Wine Red, 16 GB)",2 GB RAM | 16 GB ROM |,9.65 cm (3.8 inch) Display,8MP Rear Camera | 5MP Front Camera,1950 mAh Battery,6 Months Warranty,"19,940"
"Samsung Galaxy Folder 2 (Black, 16 GB)",2 GB RAM | 16 GB ROM |,9.65 cm (3.8 inch) Display,8MP Rear Camera | 5MP Front Camera,1950 mAh Battery,6 Months Warranty,"19,999"
"Samsung Galaxy On6 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.22 cm (5.6 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,1.6 GHz Exynos Octa Core Processor,"11,990"
"Samsung Galaxy On6 (Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.22 cm (5.6 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,1.6 GHz Exynos Octa Core Processor,"11,990"
"Samsung Galaxy S9 Plus (Sunrise Gold, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 400 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP + 12MP | 8MP Front Camera,3500 mAh Battery,Exynos 9810 Processor,"65,900"
"Samsung Galaxy J7 Duo (Blue, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) HD Display,13MP + 5MP | 8MP Front Camera,3000 mAh Battery,Exynos 7884 Processor,"17,990"
Samsung Metro XL,64 MB RAM | 128 MB ROM | Expandable Upto 16 GB,7.11 cm (2.8 inch) QVGA Display,3.1MP Rear Camera | 2MP Front Camera,1200 mAh Li-Ion Battery,1 Year on Mobile,"2,700"
"Samsung Galaxy S8 (Orchid Grey, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.73 cm (5.8 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Exynos 8895 Processor,"45,990"
"Samsung Galaxy On Max (Black, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3300 mAh Battery,"MediaTek MTK6757V/WL 2.39GHz, 1.69GHz, Octa Core Processor","8,990"
"Samsung Galaxy On Max (Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3300 mAh Battery,"MediaTek MTK6757V/WL 2.39GHz, 1.69GHz, Octa Core Processor","8,990"
"Samsung Z4 (Gold, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,11.43 cm (4.5 inch) WVGA Display,5MP Rear Camera | 5MP Front Camera,2050 mAh Battery,Spreadtrum Quad Core 1.5GHz Processor,"6,200"
"Samsung Galaxy J3 Pro (White, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,Spreadtrum Quad Core 1.5GHz Processor,"8,490"
"Samsung Galaxy J3 Pro (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,Spreadtrum Quad Core 1.5GHz Processor,"8,490"
"Samsung Galaxy On Nxt (Black, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3300 mAh Li-Ion Battery,Exynos 7870 Octa Core 1.6GHz Processor,"10,990"
"Samsung Galaxy S8 (Midnight Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.73 cm (5.8 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Exynos 8895 Octa Core 2.3GHz Processor,"30,990"
"Samsung Galaxy S8 (Maple Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.73 cm (5.8 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Exynos 8895 Octa Core 2.3GHz Processor,"30,990"
"Samsung Galaxy J7 Prime (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3300 mAh Battery,Exynos 7870 Octa Core 1.6GHz Processor,"15,300"
"Samsung Galaxy J2 Pro (Silver, 16 GB)",2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,Spreadtrum Quad-Core 1.5GHz Processor,"8,200"
"Samsung Galaxy A5-2017 (Gold Sand, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.21 cm (5.2 inch) Full HD Display,16MP Rear Camera | 16MP Front Camera,3000 mAh Battery,Exynos 7880 64-bit Octa Core 1.9GHz Processor,"22,900"
"Samsung Galaxy A5-2017 (Black Sky, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.21 cm (5.2 inch) Full HD Display,16MP Rear Camera | 16MP Front Camera,3000 mAh Battery,Exynos 7880 64-bit Octa Core 1.9GHz Processor,"22,900"
"Samsung Galaxy A7-2017 (Black Sky, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) Full HD Display,16MP Rear Camera | 16MP Front Camera,3600 mAh Battery,Exynos 7880 64-bit Processor,"25,900"
"Samsung Galaxy A7-2017 (Gold Sand, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) Full HD Display,16MP Rear Camera | 16MP Front Camera,3600 mAh Battery,Exynos 7880 64-bit Processor,"25,900"
"Samsung Galaxy C9 Pro (Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) Full HD Display,16MP Rear Camera | 16MP Front Camera,4000 mAh Li-Ion Battery,Qualcomm Snapdragon 653 Octa Core 1.95GHz Processor,"31,900"
"Samsung Galaxy C9 Pro (Gold, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) Full HD Display,16MP Rear Camera | 16MP Front Camera,4000 mAh Li-Ion Battery,Qualcomm Snapdragon 653 Octa Core 1.95GHz Processor,"31,899"
"Samsung Galaxy J1 (4G) (Black, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,11.43 cm (4.5 inch) WVGA Display,5MP Rear Camera | 2MP Front Camera,2050 mAh Battery,0 0 Quad Core 1.3GHz Processor,"6,099"
"Samsung Galaxy J1 (4G) (White, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,11.43 cm (4.5 inch) WVGA Display,5MP Rear Camera | 2MP Front Camera,2050 mAh Battery,0 0 Quad Core 1.3GHz Processor,"7,550"
"Samsung Galaxy J2 Ace (Gold, 8 GB)",1.5 GB RAM | 8 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,0 0 Quad Core 1.4GHz Processor,"8,090"
"Samsung Galaxy J2 Ace (Black, 8 GB)",1.5 GB RAM | 8 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,1 Year for Mobile & 6 Months Accessories Warranty,"8,090"
"Samsung Galaxy J2 Ace (Silver, 8 GB)",1.5 GB RAM | 8 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,1 Year for Mobile & 6 Months Accessories Warranty,"8,090"
"Samsung Galaxy J1 (4G) (Gold, 8 GB)",1 GB RAM | 8 GB ROM |,11.43 cm (4.5 inch) Display,5MP Rear Camera,2050 mAh Battery,0 0 Quad Core 1.3GHz Processor,"7,550"
"Samsung Galaxy S7 Edge (Pink Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,13.97 cm (5.5 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3600 mAh Battery,Exynos 8890 Octa Core 2.3GHz Processor,"41,900"
Samsung Metro XL,64 MB RAM | 128 MB ROM | Expandable Upto 16 GB,7.11 cm (2.8 inch) QVGA Display,3.1MP Rear Camera | 2MP Front Camera,1200 mAh Li-Ion Battery,0 0 Single Core 312MHz Processor,"3,285"
"Samsung Galaxy A5 2016 Edition (Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2900 mAh Li-Ion Battery,Exynos Exynos Octa Core 1.6GHz Processor,"14,490"
"Samsung Galaxy A7 2016 Edition (Gold, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3300 mAh Li-Ion Battery,Exynos Processor,"17,490"
"Samsung Galaxy J5 - 6 (New 2016 Edition) (White, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3100 mAh Li-Ion Battery,Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,"10,990"
"Samsung Galaxy J5 - 6 (New 2016 Edition) (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3100 mAh Li-Ion Battery,Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,"10,990"
"Samsung Tizen Z3 (Silver, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Li-Ion Battery,1 Year Manufacturer Warranty,"4,999"
"Samsung Galaxy S7 (Silver Titanium, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,12.95 cm (5.1 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3000 mAh Li-Ion Battery,Exynos 8890 Processor,"21,990"
"Samsung Galaxy S7 (Gold Platinum, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,12.95 cm (5.1 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3000 mAh Li-Ion Battery,Exynos 8890 Octa Core 2.3GHz Processor,"22,222"
"Samsung Galaxy A5 2016 Edition (White, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2900 mAh Li-Ion Battery,Exynos Exynos Octa Core 1.6GHz Processor,"14,490"
"Samsung Galaxy A5 (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2900 mAh Li-Ion Battery,Exynos Exynos Octa Core 1.6GHz Processor,"14,490"
"Samsung Galaxy A7 2016 Edition (White, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3300 mAh Li-Ion Battery,Exynos Exynos Octa Core 1.6GHz Processor,"17,490"
"Samsung Galaxy A7 2016 Edition (Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3300 mAh Li-Ion Battery,Exynos Exynos Octa Core 1.6GHz Processor,"16,500"
Samsung Metro 350,32 MB ROM |,6.1 cm (2.4 inch) QVGA Display,2MP Rear Camera,1200 mAh Battery,1 Year Manufacturer Warranty,"2,899"
Samsung Metro,32 MB ROM |,6.1 cm (2.4 inch) QVGA Display,2MP Rear Camera,1200 mAh Battery,1 Year Manufacturer Warranty,"2,849"
"Samsung Galaxy Note 5 Dual (Gold Platinum, 32 GB)",4 GB RAM | 32 GB ROM |,14.48 cm (5.7 inch) Quad HD Display,16MP Rear Camera,3000 mAh Battery,Exynos 7420 Oct core 2.1 ghz Processor,"32,990"
